1	1,4
1	1,4
1	1,4
1	5,6
3	100,105
85	646,674
86	646,674
87	646,674
88	646,674
89	646,674
90	646,674
91	646,674
92	646,674
93	646,674
94	646,674
95	646,674
96	646,674
97	646,674
98	646,674
99	646,674
100	646,674
101	646,674
102	646,674
103	646,674
104	646,674
105	646,674
106	646,674
107	646,674
108	646,674
109	646,674
110	646,674
111	646,674
112	646,674
113	646,674
114	646,674
115	646,674
116	646,674
117	646,674
118	646,674
119	646,674
120	646,674
121	646,674
122	646,674
123	646,674
124	646,674
125	646,674
126	646,674
127	646,674
128	646,674
129	646,674
130	646,674
131	646,674
132	646,674
133	646,674
134	646,674
135	646,674
136	646,674
137	646,674
138	646,674
139	646,674
140	646,674
141	646,674
142	646,674
143	646,674
85	646,674
86	646,674
87	646,674
88	646,674
89	646,674
90	646,674
91	646,674
92	646,674
93	646,674
94	646,674
95	646,674
96	646,674
97	646,674
98	646,674
99	646,674
100	646,674
101	646,674
102	646,674
103	646,674
104	646,674
105	646,674
106	646,674
107	646,674
108	646,674
109	646,674
110	646,674
111	646,674
112	646,674
113	646,674
114	646,674
115	646,674
116	646,674
117	646,674
118	646,674
119	646,674
120	646,674
121	646,674
122	646,674
123	646,674
124	646,674
125	646,674
126	646,674
127	646,674
128	646,674
129	646,674
130	646,674
131	646,674
132	646,674
133	646,674
134	646,674
135	646,674
136	646,674
137	646,674
138	646,674
139	646,674
140	646,674
141	646,674
142	646,674
143	646,674
